
1.304	0.002
1.291	0.002
1.283	0.002
1.285	0.002
1.286	0.002
1.285	0.002
1.286	0.002
1.284	0.002
1.276	0.002
1.268	0.002
1.010	0.002
1.108	0.001
1.210	0.001
1.312	0.002
1.414	0.002
1.515	0.001
1.617	0.002
1.719	0.002
1.820	0.002
1.920	0.001
2.020	0.002
2.121	0.001
2.222	0.001
2.322	0.003
2.421	0.017
2.513	0.204
2.583	0.827
2.669	2.404
2.760	4.913
2.854	8.232
2.951	12.400
3.047	17.329
3.143	23.134
3.238	29.947
3.333	37.684
